Unique Key,Incident Zip,Complaint Type,Descriptor
34179078,11211,Food Establishment,Food Contains Foreign Object
34179148,11219,Food Establishment,Rodents/Insects/Garbage
34179315,10075,Food Establishment,Permit/License/Certificate
34179341,11358,Food Poisoning,1 or 2
34179592,10003,Food Establishment,Food Contaminated
34179669,10017,Food Establishment,Rodents/Insects/Garbage
34179914,11417,Food Establishment,Bare Hands in Contact w/ Food
34179981,11217,Food Poisoning,1 or 2
34180061,11221,Food Poisoning,3 or More
34180116,10016,Food Establishment,Rodents/Insects/Garbage
34180271,10016,Food Poisoning,1 or 2
34180677,11224,Food Establishment,Food Spoiled
34181052,10019,Food Establishment,Permit/License/Certificate
34181743,11354,Food Establishment,Rodents/Insects/Garbage
34181853,10075,Food Establishment,Kitchen/Food Prep Area
34182107,10011,Food Establishment,Rodents/Insects/Garbage
34182343,11214,Food Establishment,Bare Hands in Contact w/ Food
34182702,11354,Food Establishment,Food Contaminated
34182937,10014,Food Establishment,Rodents/Insects/Garbage
34183426,11209,Food Establishment,Letter Grading
34183555,11209,Food Poisoning,1 or 2
34183601,11105,Food Establishment,Rodents/Insects/Garbage
34183990,10459,Food Establishment,Rodents/Insects/Garbage
34184058,11215,Smoking,Smoking Violation
34184292,11221,Food Establishment,Rodents/Insects/Garbage
34184770,11215,Food Establishment,Rodents/Insects/Garbage
34185423,10014,Food Establishment,Rodents/Insects/Garbage
34185635,10023,Food Establishment,Letter Grading
34185685,11377,Food Poisoning,1 or 2
34186026,10026,Food Establishment,Bare Hands in Contact w/ Food
34186074,11204,Food Establishment,Rodents/Insects/Garbage
34186448,11204,Food Establishment,Rodents/Insects/Garbage
34186476,11213,Food Establishment,Rodents/Insects/Garbage
34186570,11208,Food Establishment,Rodents/Insects/Garbage
34186651,11235,Food Poisoning,1 or 2
34186709,11224,Food Establishment,Rodents/Insects/Garbage
34187021,11207,Food Establishment,Food Temperature
34187478,10003,Food Establishment,Pet/Animal
34187676,10014,Food Establishment,Rodents/Insects/Garbage
34187827,10032,Food Establishment,Food Contaminated
34188686,10022,Food Establishment,Rodents/Insects/Garbage
34188952,10451,Food Establishment,Rodents/Insects/Garbage
34189607,10023,Food Establishment,Pet/Animal
34189762,10007,Food Establishment,Food Spoiled
34190742,11103,Food Establishment,Rodents/Insects/Garbage
34190908,,Food Poisoning,3 or More
34191221,11214,Food Poisoning,1 or 2
34191636,10031,Food Establishment,Food Spoiled
34192019,10012,Food Establishment,Rodents/Insects/Garbage
34192029,10018,Food Establishment,Bare Hands in Contact w/ Food
34192034,11223,Food Establishment,Rodents/Insects/Garbage
34192037,11206,Food Establishment,Pet/Animal
34192287,10018,Food Establishment,Food Contains Foreign Object
34192349,11101,Food Establishment,No Permit or License
34192516,10024,Food Establishment,Letter Grading
34193508,11224,Food Establishment,Food Protection
34193581,11225,Food Establishment,Food Spoiled
34193778,10469,Food Poisoning,1 or 2
34194111,10029,Food Establishment,Food Contaminated
34194126,10302,Food Poisoning,3 or More
34194278,11432,Food Establishment,Food Spoiled
34194320,10003,Food Establishment,Food Spoiled
34194614,10002,Food Poisoning,1 or 2
34194629,11435,Food Poisoning,1 or 2
34194663,11207,Food Establishment,Rodents/Insects/Garbage
34194667,10460,Food Establishment,Rodents/Insects/Garbage
34194842,11211,Food Establishment,Food Preparation Location
34195251,10020,Food Establishment,Kitchen/Food Prep Area
34195687,10028,Food Poisoning,1 or 2
34195752,10022,Food Establishment,Rodents/Insects/Garbage
34195812,10023,Food Establishment,Food Temperature
34196479,10453,Food Establishment,Odor
34196480,11432,Food Establishment,Food Spoiled
34196989,10002,Food Establishment,Rodents/Insects/Garbage
34197219,11209,Food Establishment,Food Contaminated
34197420,11203,Food Establishment,Dishwashing/Utensils
34197591,11434,Food Poisoning,1 or 2
34198342,10036,Food Establishment,Kitchen/Food Prep Area
34198873,11220,Food Poisoning,1 or 2
34198921,10037,Food Establishment,Food Worker Hygiene
34199075,10028,Food Establishment,Rodents/Insects/Garbage
34199274,10010,Food Establishment,Pet/Animal
34199599,11211,Food Poisoning,1 or 2
34199601,10012,Food Establishment,Food Contains Foreign Object
34199838,10026,Food Poisoning,1 or 2
34200045,11213,Food Establishment,Food Worker Hygiene
34200095,11367,Food Establishment,Food Temperature
34200172,11224,Food Establishment,Toilet Facility
34201155,10033,Food Establishment,Food Preparation Location
34201696,11436,Food Establishment,Handwashing
34201955,10022,Food Establishment,Rodents/Insects/Garbage
34202058,11379,Food Establishment,Rodents/Insects/Garbage
34202066,11201,Food Establishment,Rodents/Insects/Garbage
34202609,10453,Food Establishment,Food Contains Foreign Object
34202974,10036,Food Poisoning,1 or 2
21462855,11368,Food Establishment,Food Spoiled
34203249,11354,Food Establishment,Rodents/Insects/Garbage
34203343,11354,Food Establishment,Rodents/Insects/Garbage
34203629,10024,Food Establishment,Food Spoiled
34203988,11230,Food Poisoning,1 or 2
34204137,10310,Food Establishment,Bare Hands in Contact w/ Food
34204174,11354,Food Establishment,Food Temperature
34204644,10010,Food Establishment,Sewage
34205012,10021,Food Poisoning,1 or 2
34205155,10017,Food Establishment,Rodents/Insects/Garbage
34205159,10458,Food Establishment,Bare Hands in Contact w/ Food
34205204,11420,Food Establishment,Toilet Facility
34206040,11354,Food Poisoning,1 or 2
34207002,11219,Food Establishment,Letter Grading
34207150,11694,Food Establishment,Rodents/Insects/Garbage
34207186,11218,Food Establishment,Food Contaminated
34207189,10022,Food Establishment,Rodents/Insects/Garbage
34207190,11230,Food Establishment,Rodents/Insects/Garbage
34207196,11235,Food Establishment,Rodents/Insects/Garbage
34207397,10012,Food Establishment,Rodents/Insects/Garbage
34207627,10016,Food Establishment,Food Protection
34208194,11229,Food Establishment,Rodents/Insects/Garbage
21416251,00000,Food Establishment,Letter Grading
34209045,11360,Food Establishment,Food Worker Hygiene
34209210,11230,Food Establishment,Bare Hands in Contact w/ Food
34209357,10022,Food Establishment,Food Contaminated
34209506,10458,Food Poisoning,3 or More
34210251,10029,Food Establishment,Rodents/Insects/Garbage
34210269,11421,Food Establishment,Bare Hands in Contact w/ Food
34211100,10003,Food Poisoning,1 or 2
34211260,10022,Food Establishment,Rodents/Insects/Garbage
34211261,10022,Food Establishment,Rodents/Insects/Garbage
34211277,11215,Food Establishment,Rodents/Insects/Garbage
34211785,11372,Food Establishment,Bare Hands in Contact w/ Food
34212282,10462.0,Food Establishment,Rodents/Insects/Garbage
34212855,11355.0,Food Establishment,Food Contains Foreign Object
34213195,10065.0,Food Poisoning,1 or 2
34213373,10304.0,Food Establishment,Food Contaminated
34213780,10453.0,Food Establishment,Toxic Chemical/Material
34213888,11218.0,Food Establishment,Odor
34214196,11361.0,Food Poisoning,1 or 2
34214435,10003.0,Food Establishment,Food Preparation Location
34214450,11385.0,Food Establishment,Food Worker Hygiene
34214938,11220.0,Food Establishment,No Permit or License
34215440,10025.0,Food Establishment,Rodents/Insects/Garbage
34215441,10302.0,Food Establishment,Rodents/Insects/Garbage
34215483,10011.0,Food Establishment,Pet/Animal
34215948,10036.0,Food Establishment,Food Spoiled
34215974,11203.0,Food Establishment,Food Spoiled
34215989,11211.0,Food Establishment,Food Spoiled
34216368,10021.0,Food Establishment,Food Contaminated
34216374,10018.0,Food Establishment,Rodents/Insects/Garbage
34216375,10003.0,Food Establishment,Rodents/Insects/Garbage
34216802,10003.0,Food Establishment,Kitchen/Food Prep Area
34217045,11220.0,Food Establishment,No Permit or License
34217243,10013.0,Food Poisoning,1 or 2
34217489,10065.0,Food Establishment,Rodents/Insects/Garbage
34217654,10025.0,Food Establishment,Food Preparation Location
34218015,11211.0,Food Establishment,Odor
34218328,10025.0,Food Poisoning,1 or 2
34218344,10462.0,Food Establishment,Letter Grading
34218567,10458.0,Food Establishment,Rodents/Insects/Garbage
34218579,10034.0,Food Establishment,Pesticide
34218586,11229.0,Smoking,Smoking Violation
34219341,10025.0,Food Establishment,Letter Grading
34219486,10019.0,Food Establishment,Rodents/Insects/Garbage
34219521,11377.0,Food Establishment,Bare Hands in Contact w/ Food
34219786,10029.0,Food Poisoning,3 or More
34220439,11206.0,Food Establishment,Rodents/Insects/Garbage
34221416,10310.0,Food Establishment,Food Contaminated
34221716,11220.0,Food Poisoning,3 or More
34221997,10464.0,Food Poisoning,1 or 2
34222255,10022.0,Food Establishment,Letter Grading
34222424,10022.0,Food Establishment,Rodents/Insects/Garbage
34222445,11423.0,Food Establishment,Bare Hands in Contact w/ Food
34223451,10013.0,Food Establishment,Rodents/Insects/Garbage
34223670,11415.0,Food Establishment,Ventilation
34223868,10462.0,Food Establishment,Facility Construction
34224192,10002.0,Food Poisoning,1 or 2
34224193,10475.0,Food Poisoning,1 or 2
34224456,11234.0,Food Establishment,Rodents/Insects/Garbage
34224457,11106.0,Food Establishment,Rodents/Insects/Garbage
34224597,11415.0,Food Establishment,Kitchen/Food Prep Area
34224678,11417.0,Food Poisoning,3 or More
34225599,11221.0,Food Establishment,Food Spoiled
34225996,10466.0,Food Establishment,Food Spoiled
34226032,11428.0,Food Establishment,Food Spoiled
34226040,10453.0,Food Establishment,Food Contains Foreign Object
34226213,10017.0,Food Poisoning,1 or 2
34226298,10022.0,Food Establishment,Letter Grading
34226475,10463.0,Food Establishment,Pesticide
34226487,11211.0,Food Establishment,Rodents/Insects/Garbage
34226879,11415.0,Food Establishment,Food Protection
34226993,10029.0,Food Establishment,Food Spoiled
34227022,10302.0,Food Establishment,Food Contaminated
34227182,10019.0,Food Establishment,Toilet Facility
34227636,11372.0,Food Poisoning,3 or More
34228067,10025.0,Food Establishment,Food Contains Foreign Object
34228077,11354.0,Food Establishment,Rodents/Insects/Garbage
34228149,10453.0,Food Poisoning,1 or 2
34228178,11103.0,Smoking,Smoking Violation
34228330,10128.0,Food Establishment,Rodents/Insects/Garbage
34228360,10462.0,Food Establishment,Food Contains Foreign Object
34228378,11419.0,Food Establishment,Rodents/Insects/Garbage
34228580,10011.0,Food Establishment,Pet/Animal
34228777,11225.0,Food Establishment,Rodents/Insects/Garbage
34229079,11354.0,Food Establishment,Bare Hands in Contact w/ Food
34229190,11005.0,Food Establishment,Rodents/Insects/Garbage
34229210,11214.0,Food Establishment,Food Worker Hygiene
34229762,11377.0,Food Establishment,Rodents/Insects/Garbage
34229777,10035.0,Food Establishment,Kitchen/Food Prep Area
34230294,10065.0,Smoking,Smoking Violation
34230738,11231.0,Food Establishment,Kitchen/Food Prep Area
34230744,11366.0,Food Establishment,Rodents/Insects/Garbage
34230831,10463.0,Food Poisoning,1 or 2
34231207,11373.0,Food Establishment,Food Temperature
34231277,11216.0,Food Poisoning,1 or 2
34231397,11423.0,Food Poisoning,1 or 2
34232030,11207,Food Establishment,Food Contaminated
34232441,11211,Food Establishment,Rodents/Insects/Garbage
34232607,10012,Food Establishment,Rodents/Insects/Garbage
34232609,10001,Food Establishment,Rodents/Insects/Garbage
34232871,10019,Food Establishment,Food Worker Hygiene
34232990,10012,Food Establishment,Rodents/Insects/Garbage
34233103,10013,Food Establishment,Food Spoiled
34233125,11418,Food Establishment,Permit/License/Certificate
34233212,11377,Food Establishment,Food Contains Foreign Object
34233277,11372,Food Establishment,Rodents/Insects/Garbage
34233703,11208,Food Establishment,Rodents/Insects/Garbage
34233924,11419,Food Establishment,Permit/License/Certificate
34234333,11201,Food Establishment,Bare Hands in Contact w/ Food
34234515,10462,Food Establishment,Food Spoiled
34234644,10036,Food Poisoning,1 or 2
34234704,11419,Food Establishment,Letter Grading
34234873,11231,Food Establishment,No Permit or License
34234897,11385,Food Establishment,Food Contaminated
34235313,11435,Food Establishment,Bare Hands in Contact w/ Food
34235369,10029,Food Establishment,Plumbing
34235478,11368,Food Establishment,Rodents/Insects/Garbage
34236046,11368,Food Establishment,Rodents/Insects/Garbage
34236142,10023,Food Poisoning,1 or 2
34236208,11211,Food Establishment,Rodents/Insects/Garbage
34236472,11105,Food Establishment,Rodents/Insects/Garbage
34236528,10026,Food Poisoning,1 or 2
34237033,10022,Food Establishment,Rodents/Insects/Garbage
34237059,11205,Food Establishment,Rodents/Insects/Garbage
34237613,11373,Food Establishment,Rodents/Insects/Garbage
34237705,11211,Food Establishment,Rodents/Insects/Garbage
34237725,10016,Food Poisoning,1 or 2
34237751,10027,Food Poisoning,1 or 2
34237803,11211,Food Establishment,Odor
34237974,11205,Food Poisoning,1 or 2
34238134,10021,Food Establishment,Food Temperature
34239077,10456,Food Establishment,Toilet Facility
34239104,10023,Food Establishment,Rodents/Insects/Garbage
21502348,,Food Poisoning,1 or 2
34239233,10017,Food Establishment,Food Spoiled
34241209,10460,Food Poisoning,1 or 2
34241947,11201,Food Establishment,Letter Grading
34242076,10031,Food Establishment,Rodents/Insects/Garbage
34242079,11214,Food Establishment,Food Contaminated
34242093,10019,Smoking,Smoking Violation
34242760,10468,Food Establishment,Rodents/Insects/Garbage
34242763,11422,Food Establishment,Rodents/Insects/Garbage
34242764,10031,Food Establishment,Rodents/Insects/Garbage
34242771,10031,Food Establishment,Rodents/Insects/Garbage
34242779,10304,Food Establishment,Bare Hands in Contact w/ Food
34242937,10303,Food Poisoning,3 or More
34242993,10012,Food Establishment,Odor
34243015,11433,Food Establishment,Food Contains Foreign Object
34243397,10014,Food Poisoning,1 or 2
34243466,11231,Food Establishment,Pesticide
34244567,10463,Food Establishment,Food Protection
34244731,10307,Food Poisoning,1 or 2
34245054,11220,Food Establishment,Food Protection
34245064,11427,Food Establishment,Toilet Facility
34245185,11432,Food Establishment,Odor
34245602,10022,Food Establishment,Letter Grading
34246239,11434,Food Establishment,Bare Hands in Contact w/ Food
34246337,11373,Food Establishment,Food Contaminated
34246431,10312,Food Establishment,Kitchen/Food Prep Area
34246450,11417,Food Establishment,Toilet Facility
34246524,11211,Food Establishment,Odor
34246851,10001,Food Poisoning,1 or 2
34246966,10003,Food Establishment,Bare Hands in Contact w/ Food
34247522,10463,Food Establishment,Bare Hands in Contact w/ Food
34247727,10024,Food Establishment,Food Spoiled
34248318,11225,Food Establishment,Food Contains Foreign Object
34248319,10456,Food Establishment,Food Spoiled
34248355,10013,Food Establishment,No Permit or License
34248934,10310,Food Establishment,Food Contains Foreign Object
34249256,11432,Food Establishment,Sewage
34249299,11103,Smoking,Smoking Violation
34249305,11237,Smoking,Smoking Violation
34249859,10075.0,Food Poisoning,1 or 2
34249929,11418.0,Food Establishment,Rodents/Insects/Garbage
34249948,10468.0,Food Establishment,Rodents/Insects/Garbage
34249991,11419.0,Food Establishment,Permit/License/Certificate
34249998,10011.0,Food Establishment,Pet/Animal
34250463,11235.0,Food Establishment,Dishwashing/Utensils
34250619,11218.0,Food Establishment,Facility Construction
34250785,11218.0,Food Establishment,Odor
34250786,11211.0,Food Establishment,Odor
34251039,10023.0,Food Establishment,Toilet Facility
34251347,10019.0,Food Establishment,Kitchen/Food Prep Area
34251464,10011.0,Food Establishment,No Permit or License
34251878,10011.0,Food Establishment,Pet/Animal
34252073,10029.0,Food Establishment,Food Contains Foreign Object
34252397,11215.0,Food Poisoning,1 or 2
34252545,11205.0,Food Establishment,Rodents/Insects/Garbage
